iter	Logloss
635	0.08118102994
636	0.08106274585
637	0.08103461768
638	0.08092448849
639	0.08087698993
640	0.08082499198
641	0.08073304424
642	0.08068048865
643	0.08062805336
644	0.08054693392
645	0.08044485977
646	0.08042611784
647	0.08033495658
648	0.08027514129
649	0.08023255138
650	0.08016878049
651	0.08009285875
652	0.08000060546
653	0.07997303685
654	0.07990299821
655	0.07987155402
656	0.0798544383
657	0.07979355441
658	0.07971489738
659	0.07961544794
660	0.07959381815
661	0.07956257327
662	0.07950483913
663	0.07946227637
664	0.07941666161
665	0.07935935984
666	0.07931436715
667	0.07925970679
668	0.07921580606
669	0.07913330724
670	0.07902815483
671	0.07892052302
672	0.07884836852
673	0.07883501488
674	0.07875812285
675	0.07869960561
676	0.0786065619
677	0.07853224432
678	0.07844604029
679	0.07837605501
680	0.07821715652
681	0.07813461471
682	0.07806601109
683	0.07801834843
684	0.07791422417
685	0.07787631058
686	0.07783763904
687	0.07774298767
688	0.07767607574
689	0.07765239888
690	0.07758857168
691	0.07756124567
692	0.07749665325
693	0.07743822793
694	0.07737422214
695	0.0772980905
696	0.07720585652
697	0.07717993562
698	0.07713950395
699	0.07712222316
700	0.07708666755
701	0.07705815155
702	0.07698328418
703	0.07689155169
704	0.0768319995
705	0.07673495227
706	0.07665246604
707	0.07659251856
708	0.07653438989
709	0.07643733961
710	0.07638273485
711	0.07630351421
712	0.0762431115
713	0.07619446242
714	0.07608223578
715	0.07602429894
716	0.07598715206
717	0.0759145009
718	0.07583609478
719	0.07576492266
720	0.07570233887
721	0.07560963128
722	0.07555580356
723	0.07551103486
724	0.07543714609
725	0.07531730501
726	0.07528693225
727	0.07521603742
728	0.0751688153
729	0.07511410533
730	0.07503739454
731	0.07498967585
732	0.07491467707
733	0.07486718678
734	0.0748193478
735	0.07473252957
736	0.07464364436
737	0.07459808224
738	0.07452676449
739	0.07446682881
740	0.07442201052
741	0.07436214404
742	0.07430894674
743	0.07423677719
744	0.07414942408
745	0.07407561652
746	0.07399147427
747	0.07389945674
748	0.07383122679
749	0.07375827569
750	0.07374279317
751	0.07368773075
752	0.07362440207
753	0.07355324391
754	0.07347310027
755	0.07346048035
756	0.0734211405
757	0.07337710112
758	0.07333198377
759	0.07328066708
760	0.07323780734
761	0.07318846985
762	0.07313125025
763	0.0730343684
764	0.07299005734
765	0.07287911462
766	0.07285703444
767	0.07278463659
768	0.07271097062
769	0.07262928671
770	0.0726145788
771	0.07257120949
772	0.07252064245
773	0.07250539017
774	0.07244450313
775	0.07238244512
776	0.07229814088
777	0.07223388845
778	0.07212141432
779	0.07204840173
780	0.07197129515
781	0.07193462983
782	0.07190334511
783	0.07183210706
784	0.07176805705
785	0.07174632809
786	0.07166140522
787	0.07159155101
788	0.07155012001
789	0.07145504747
790	0.07137771102
791	0.07129506839
792	0.07125787812
793	0.07117520478
794	0.07116225615
795	0.07107916882
796	0.07100703832
797	0.07097119569
798	0.07091631793
799	0.07085676418
800	0.07080212144
801	0.07075201813
802	0.07073126435
803	0.07068868145
804	0.07063669901
805	0.0705730705
806	0.07051218195
807	0.0704520804
808	0.07044053247
809	0.07039835169
810	0.0703747507
811	0.07028407237
812	0.07017554288
813	0.07012418264
814	0.07005800425
815	0.06998586359
816	0.0699127255
817	0.06984934493
818	0.0697871347
819	0.06972739586
820	0.06967556923
821	0.06961835828
822	0.06955817544
823	0.06952731087
824	0.06945566101
825	0.06934785041
826	0.06925781646
827	0.06919431233
828	0.06916655479
829	0.06909605166
830	0.06906498177
831	0.06902334349
832	0.06895105805
833	0.06891952556
834	0.06882891746
835	0.06876254145
836	0.0687106358
837	0.06865719088
838	0.06858139273
839	0.06852407372
840	0.06846146262
841	0.06839951227
842	0.06834436001
843	0.06831071979
844	0.06826798528
845	0.06820120319
846	0.06815120262
847	0.06809168231
848	0.06803815919
849	0.0679834473
850	0.06794698143
851	0.06791111225
852	0.06788220235
853	0.06782715598
854	0.06775527996
855	0.06770021638
856	0.06766010103
857	0.06760283975
858	0.06749091714
859	0.06744530725
860	0.0674128677
861	0.06735810493
862	0.06731726609
863	0.06726890484
864	0.067233572
865	0.06719578209
866	0.06717461815
867	0.0671184366
868	0.06706787614
869	0.06700592112
870	0.06697951127
871	0.06692828784
872	0.06688408863
873	0.0668661128
874	0.06685419721
875	0.06683060251
876	0.06680979946
877	0.06672322736
878	0.06667374435
879	0.06663627159
880	0.06662330391
881	0.06658308963
882	0.06652223703
883	0.06651311029
884	0.06643112
885	0.06640443206
886	0.06635794622
887	0.06628732137
888	0.06625349818
889	0.06621643521
890	0.06615231764
891	0.06613604797
892	0.06609250209
893	0.06605606076
894	0.0659895426
895	0.06590972171
896	0.06588525021
897	0.06587951404
898	0.06576981739
899	0.06570083586
900	0.0656462793
901	0.06558967824
902	0.06555076277
903	0.06548239627
904	0.06542715068
905	0.06542275267
906	0.06534052435
907	0.06529127685
908	0.06524391051
909	0.06519279452
910	0.06514838377
911	0.06513862034
912	0.06508061977
913	0.06502114566
914	0.06501127427
915	0.06498487714
916	0.0649375081
917	0.06488862451
918	0.06482811894
919	0.06478444101
920	0.06473894672
921	0.06473034024
922	0.06472350312
923	0.06462132134
924	0.06458758457
925	0.06453550744
926	0.06451604302
927	0.0644830758
928	0.06443932334
929	0.06440005571
930	0.06434223281
931	0.06429896633
932	0.06425686535
933	0.06416448819
934	0.06412837076
935	0.064081326
936	0.06403327267
937	0.06402836931
938	0.06397142094
939	0.06393556292
940	0.06392377132
941	0.06386364525
942	0.06381903527
943	0.0637521057
944	0.06372326241
945	0.06367265699
946	0.0636203025
947	0.06357158204
948	0.06356672028
949	0.06352423274
950	0.06350028542
951	0.06342909868
952	0.06336503519
953	0.06332672638
954	0.06332184553
955	0.06331776763
956	0.06327968205
957	0.06320370381
958	0.06315311094
959	0.06311383627
960	0.06306966694
961	0.06304279587
962	0.06298585369
963	0.06289790135
964	0.06284788709
965	0.06282667077
966	0.06277064117
967	0.06274208786
968	0.06273396124
969	0.06267513152
970	0.06265632247
971	0.06260363354
972	0.06255292022
973	0.06252726961
974	0.06249208011
975	0.06244963315
976	0.06240802408
977	0.06236443856
978	0.06232438392
979	0.06228991754
980	0.06222426401
981	0.06218224595
982	0.06216424525
983	0.06212054704
984	0.06208935651
985	0.06207732965
986	0.06206859823
987	0.06203527671
988	0.06201699783
989	0.06196153036
990	0.06190636103
991	0.06185799976
992	0.06182721193
993	0.06180722836
994	0.06175588581
995	0.06172814795
996	0.06168871025
997	0.06162263782
998	0.06157660305
999	0.06153285209
